trade_date,gate_bull,gate_bear,alpha_proxy,gate_bull_smooth,gate_bear_smooth
2025-10-27,0.6582000000000001,0.3418,0.5544793388429753,0.6211763430577715,0.3788236569422285
2025-10-28,0.6516,0.3484,0.5436776859504133,0.6313175620385143,0.3686824379614857
2025-10-29,0.6397,0.36029999999999995,0.5347851239669421,0.6341117080256763,0.3658882919743237
2025-10-30,0.6311,0.3689,0.5413140495867769,0.6331078053504509,0.36689219464954914
2025-10-31,0.6017,0.3983,0.5265867768595041,0.6226385369003006,0.3773614630996994
2025-11-03,0.5932999999999999,0.4067,0.5316611570247934,0.6128590246002004,0.38714097539979964
2025-11-04,0.5886,0.4114,0.5340826446280993,0.6047726830668003,0.3952273169331997
2025-11-05,0.5791000000000001,0.42089999999999994,0.5251404958677686,0.5962151220445336,0.40378487795546636
2025-11-06,0.5868,0.41319999999999996,0.5123636363636364,0.5930767480296891,0.4069232519703109
2025-11-07,0.5827,0.4173,0.5181322314049587,0.5896178320197928,0.4103821679802072
2025-11-10,0.5875,0.4125,0.5305289256198347,0.5889118880131953,0.4110881119868047
2025-11-11,0.5868,0.41319999999999996,0.5164462809917356,0.5882079253421302,0.4117920746578698
2025-11-12,0.5839000000000001,0.41609999999999997,0.5250578512396694,0.5867719502280868,0.4132280497719132
2025-11-13,0.5777,0.4223,0.5098264462809918,0.5837479668187245,0.41625203318127546
2025-11-14,0.5711999999999999,0.4288,0.5047768595041322,0.579565311212483,0.420434688787517
2025-11-17,0.5843,0.4157,0.5198347107438017,0.5811435408083221,0.4188564591916779
2025-11-18,0.5917,0.4083,0.5244132231404959,0.5846623605388814,0.41533763946111857
2025-11-19,0.58,0.42000000000000004,0.535206611570248,0.5831082403592543,0.41689175964074565
2025-11-20,0.5879,0.4121,0.5471404958677686,0.5847054935728363,0.4152945064271637
2025-11-21,0.5528000000000001,0.44719999999999993,0.5624297520661157,0.5740703290485576,0.4259296709514424
2025-11-24,0.5675,0.4325,0.5510743801652893,0.5718802193657051,0.4281197806342949
2025-11-25,0.5554,0.4446,0.5196694214876033,0.5663868129104701,0.4336131870895299
2025-11-26,0.589,0.41100000000000003,0.5366333333333333,0.5739245419403134,0.4260754580596866
2025-11-27,0.5815,0.4185,0.5456166666666666,0.5764496946268757,0.4235503053731243
2025-11-28,0.6075,0.39249999999999996,0.53415,0.5867997964179171,0.41320020358208287
2025-12-01,0.6252,0.3748,0.57965,0.5995998642786114,0.40040013572138855
2025-12-02,0.6124,0.3876,0.5748,0.603866576185741,0.396133423814259
2025-12-03,0.6088,0.3912,0.5765,0.605511050790494,0.39448894920950595
2025-12-04,0.618,0.382,0.5709166666666666,0.6096740338603294,0.39032596613967063
2025-12-05,0.6226,0.3774,0.5768833333333333,0.6139826892402196,0.3860173107597804
2025-12-08,0.6324,0.36760000000000004,0.5768333333333333,0.6201217928268131,0.3798782071731869
2025-12-09,0.6227,0.3773,0.5784833333333333,0.6209811952178754,0.3790188047821246
2025-12-10,0.6368,0.3632,0.5684462809917356,0.6262541301452503,0.37374586985474967
2025-12-11,0.6328,0.3672,0.5805785123966942,0.6284360867635003,0.37156391323649973
2025-12-12,0.6537,0.3463,0.5713,0.6368573911756669,0.36314260882433314
2025-12-15,0.6224000000000001,0.3776,0.5667833333333333,0.632038260783778,0.367961739216222
2025-12-16,0.6195999999999999,0.3804,0.5672666666666667,0.627892173855852,0.37210782614414795
2025-12-17,0.6366,0.3634,0.5725333333333333,0.6307947825705681,0.3692052174294319
2025-12-18,0.6252,0.37479999999999997,0.5589999999999999,0.6289298550470455,0.37107014495295454
2025-12-19,0.5979,0.4021,0.5405666666666666,0.6185865700313636,0.38141342996863636
2025-12-22,0.6431,0.3569,0.5531,0.6267577133542425,0.37324228664575754
2025-12-23,0.6571,0.34290000000000004,0.56735,0.6368718089028284,0.36312819109717165
2025-12-24,0.6461,0.3539,0.5546833333333334,0.6399478726018856,0.36005212739811443
